Q1,Q5_2A1,Q5_2A2,Q5_2A3,Q9_2A1,Q9_2A2,Q9_2A3,Q10_1B1,Q10_1B2,Q10_1B3,Q10_1B4,Q10_1B5,Q10_1B6,Q10_1B7,Q10_1B8,Q10_1B9,Q10_1B10,Q10_1B11,Q10_1B12,Q10_1B13,Q10_1B14,Q10_1B15,Q10_1B16,Q10_1B17,Q10_2A1,Q10_2A2,Q10_2A3,Q14_1T,CQ14_2_1,CQ14_2_2,CQ14_2_3,CQ14_2_4,CQ14_2_5,CQ14_2_6,CQ14_2_7,ID,D_MON,D_COU1,D_GEN,D_AGE,D_Q5_1,Q15_2A1,Q15_2A2,Q15_2A3,Q15_2A4,Q15_2A5,Q15_2A6,Q15_2A7,Q15_2A8,Q15_2A10,Q15_2A12,Q16,Q2A1,Q2A2,Q2A3,Q2A4,Q2A5,Q14_2_10,D_YEAR
4.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,종로/청계,동대문 패션타운,명동/남대문/북창,1236.125,3.0,,5.0,4.0,2.0,1.0,1.0,7.0,4.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0,1.0,,,,,2.0,2018-04
3.0,,,,9.0,,,1.0,,,4.0,,,,,,,,,,,,,,송도,,,990.99,3.0,,4.0,4.0,1.0,1.0,1.0,7.0,5.0,2.0,2.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,1.0,,,,,2.0,2018-05
1.0,3.0,2.0,1.0,7.0,3.0,2.0,1.0,,,,,,,8.0,9.0,,,,,,,,,양평 (두물머리/레일 바이크),춘천 (남이섬),종로/청계,1317.12,,4.0,4.0,4.0,1.0,3.0,3.0,7.0,6.0,5.0,2.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,2.0,3.0,,,2.0,2018-06
10.0,1.0,2.0,6.0,2.0,1.0,9.0,1.0,,,,,,,,,,,,,,,,,신촌/홍대주변,명동/남대문/북창,동대문 패션타운,2287.35,2.0,,5.0,4.0,4.0,1.0,1.0,7.0,7.0,2.0,2.0,2.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,1.0,,,,,3.0,2018-07
5.0,2.0,1.0,5.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,,3327.370000000001,3.0,,5.0,4.0,1.0,1.0,1.0,7.0,10.0,2.0,2.0,3.0,1.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,1.0,,,,,2.0,2018-10
1.0,6.0,,,5.0,,,1.0,,,,,,,,,,,,,,,,,신촌/홍대주변,,,986.4,2.0,,5.0,3.0,1.0,1.0,3.0,7.0,11.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,1.0,,,,,2.0,2018-11
10.0,2.0,5.0,7.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,잠실,명동/남대문/북창,동대문 패션타운,7510.999999999999,2.0,,5.0,4.0,1.0,1.0,1.0,7.0,12.0,2.0,1.0,2.0,1.0,5.0,4.0,3.0,3.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,1.0,,,,,2.0,2018-12
1.0,4.0,4.0,3.0,5.0,7.0,2.0,1.0,,,,,,,,,,,,,,,,,잠실,동대문 패션타운,명동/남대문/북창,1125.6,,4.0,4.0,4.0,1.0,1.0,1.0,8.0,1.0,17.0,2.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,,2.0,,,,2.0,2018-01
1.0,9.0,2.0,1.0,10.0,2.0,7.0,1.0,,,,,,,8.0,,,,,,,,,,스키장 (지산/양지/베어스타운/곤지암),가평 (자라섬/쁘띠프랑스/아침고요 수목원),명동/남대문/북창,1136.9448000000002,2.0,,5.0,4.0,1.0,1.0,4.0,8.0,2.0,5.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,,,3.0,,,3.0,2018-02
20.0,,,,2.0,11.0,,1.0,,,,,,,,,,,,,,,,,동대문 패션타운,잠실,,5386.5,1.0,,5.0,4.0,3.0,1.0,1.0,8.0,3.0,2.0,1.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,1.0,,,,,3.0,2018-03
1.0,2.0,1.0,12.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,신촌/홍대주변,한강/유람선,1183.49,3.0,,4.0,4.0,4.0,1.0,1.0,8.0,4.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,,,3.0,,,2.0,2018-04
1.0,1.0,3.0,2.0,5.0,1.0,2.0,1.0,,,,,,,8.0,,,11.0,,,,,,,명동/남대문/북창,천안 (독립 기념관),,3303.3,5.0,,5.0,4.0,4.0,1.0,1.0,8.0,5.0,2.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,,,,,1.0,2018-05
2.0,2.0,1.0,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,,1211.21,2.0,,5.0,4.0,2.0,1.0,1.0,8.0,6.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,,,3.0,,,3.0,2018-06
3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,신촌/홍대주변,동대문 패션타운,2167.75,2.0,,5.0,4.0,3.0,1.0,1.0,8.0,7.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,2.0,,,,3.0,2018-07
1.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,한강/유람선,5464.68,2.0,,5.0,4.0,1.0,1.0,1.0,8.0,8.0,2.0,1.0,2.0,1.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,,3.0,,,2.0,2018-08
1.0,5.0,4.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,종로/청계,명동/남대문/북창,신촌/홍대주변,1023.4,3.0,,4.0,4.0,2.0,1.0,1.0,8.0,9.0,2.0,2.0,5.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,,2.0,,,,1.0,2018-09
4.0,2.0,3.0,13.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,종로/청계,여의도 (63빌딩),,1561.9750000000004,1.0,,5.0,3.0,1.0,1.0,1.0,8.0,10.0,2.0,2.0,3.0,1.0,5.0,5.0,4.0,2.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,1.0,,,,,2.0,2018-10
1.0,4.0,2.0,1.0,3.0,4.0,1.0,1.0,,,,,,,,9.0,,,12.0,,,,,,전주 (한옥마을),명동/남대문/북창,신촌/홍대주변,619.1999999999999,2.0,,3.0,4.0,3.0,1.0,1.0,8.0,11.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,,,,,2.0,2018-11
1.0,10.0,3.0,3.0,8.0,1.0,2.0,1.0,,,,,,,,9.0,,,,,,,,,춘천 (남이섬),명동/남대문/북창,,544.04,2.0,,2.0,3.0,4.0,1.0,1.0,9.0,1.0,17.0,1.0,4.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,,2.0,,,,2.0,2018-01
4.0,5.0,6.0,2.0,10.0,2.0,1.0,1.0,,,,,,,8.0,,,,,,,,,,신촌/홍대주변,명동/남대문/북창,가로수길,1067.7354000000005,3.0,,5.0,4.0,1.0,1.0,2.0,9.0,2.0,5.0,2.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,,2.0,,,,2.0,2018-02
8.0,2.0,5.0,,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,,,787.5,2.0,,4.0,3.0,1.0,1.0,2.0,9.0,3.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,3.0,,,2.0,2018-03
1.0,1.0,2.0,3.0,1.0,8.0,2.0,1.0,,,,,,,,,,,,,,,,,신촌/홍대주변,명동/남대문/북창,동대문 패션타운,1961.85,4.0,,5.0,4.0,1.0,1.0,1.0,9.0,4.0,2.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,,,,,1.0,2018-04
1.0,3.0,4.0,5.0,4.0,3.0,1.0,1.0,,,,,,,8.0,9.0,,,,,,,,,명동/남대문/북창,종로/청계,춘천 (남이섬),1233.96,,4.0,5.0,3.0,1.0,1.0,1.0,9.0,5.0,5.0,1.0,6.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,2.0,,,,2.0,2018-05
1.0,1.0,2.0,6.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,16.0,,강남역,명동/남대문/북창,[제주],2262.7605,2.0,,5.0,4.0,4.0,1.0,1.0,9.0,6.0,2.0,2.0,2.0,1.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,5.0,,,3.0,,,2.0,2018-06
5.0,,,,1.0,2.0,,,,,,,,,8.0,,,,,,,,,,"고양 (고양 킨텍스, 김치스쿨, 원마운트)",,,2033.2,5.0,,4.0,4.0,3.0,1.0,3.0,9.0,7.0,2.0,1.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,1.0,,,,,2.0,2018-07
1.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,,,683.0850000000002,3.0,,3.0,4.0,2.0,1.0,1.0,9.0,8.0,2.0,1.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,,,,4.0,,2.0,2018-08
2.0,2.0,3.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,,,657.9,1.0,,4.0,3.0,1.0,1.0,1.0,9.0,9.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,,3.0,,,2.0,2018-09
1.0,2.0,3.0,5.0,2.0,5.0,13.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,,22347.140000000003,98.0,,98.0,98.0,98.0,98.0,98.0,9.0,10.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,,3.0,,,2.0,2018-10
6.0,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,,,1224.0,1.0,,5.0,4.0,2.0,1.0,1.0,9.0,11.0,2.0,2.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,,,,,1.0,2018-11
1.0,1.0,2.0,10.0,4.0,2.0,10.0,1.0,,,,,,,,9.0,,,,,,,,,명동/남대문/북창,종로/청계,스키장 (용평 리조트/피닉스파크/비발디 파크),2976.54,3.0,,5.0,4.0,1.0,1.0,4.0,10.0,1.0,8.0,2.0,3.0,1.0,5.0,2.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,,,3.0,,,1.0,2018-01
1.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,가로수길,2093.52,2.0,,5.0,4.0,3.0,1.0,1.0,10.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,,,3.0,,,1.0,2018-02
2.0,2.0,10.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,신촌/홍대주변,명동/남대문/북창,,4753.1,3.0,,5.0,4.0,2.0,1.0,1.0,10.0,4.0,2.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,,3.0,,,3.0,2018-04
1.0,2.0,10.0,3.0,3.0,7.0,2.0,1.0,,,,,,,8.0,9.0,,,,,,,,,춘천 (남이섬),명동/남대문/북창,,1552.3199999999997,,4.0,5.0,3.0,1.0,1.0,1.0,10.0,5.0,5.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,2.0,,,,2.0,2018-05
5.0,2.0,5.0,7.0,5.0,2.0,8.0,1.0,,,,,,,,9.0,,,,,,,,,명동/남대문/북창,춘천 (남이섬),"대관령, 강릉, 평창",1132.0790800000002,3.0,,5.0,3.0,1.0,1.0,1.0,10.0,6.0,2.0,2.0,2.0,1.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,1.0,,,,,2.0,2018-06
5.0,,,,3.0,8.0,2.0,1.0,,,,,,,8.0,9.0,,,,,,,,,명동/남대문/북창,여의도 (63빌딩),,1175.2000000000005,3.0,,3.0,4.0,3.0,1.0,4.0,10.0,8.0,2.0,1.0,6.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,1.0,,,,,1.0,2018-08
5.0,2.0,,,2.0,4.0,9.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,종로/청계,1111.12,2.0,,5.0,4.0,2.0,1.0,1.0,10.0,9.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,,,3.0,,,2.0,2018-09
3.0,2.0,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,신촌/홍대주변,명동/남대문/북창,"이태원 (이태원 세계 음식거리, 한남동)",1002.57,1.0,,5.0,4.0,2.0,1.0,1.0,10.0,10.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,,,3.0,,,1.0,2018-10
20.0,,,,5.0,5.0,2.0,1.0,,,,,,,8.0,,,,,,,,,,명동/남대문/북창,한강/유람선,잠실,4017.7683,5.0,,5.0,4.0,1.0,1.0,4.0,10.0,12.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,1.0,,,,,2.0,2018-12
10.0,6.0,2.0,1.0,5.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,코엑스,명동/남대문/북창,신촌/홍대주변,1536.0,1.0,,5.0,4.0,4.0,1.0,4.0,11.0,1.0,3.0,2.0,5.0,1.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,,,3.0,,,1.0,2018-01
1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,가로수길,명동/남대문/북창,청담동/압구정동,3187.86,3.0,,5.0,4.0,1.0,1.0,1.0,11.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,,,3.0,,,3.0,2018-02
3.0,2.0,8.0,,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,,,3528.0,2.0,,5.0,4.0,1.0,1.0,1.0,11.0,3.0,2.0,2.0,5.0,1.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,,2.0,,,,2.0,2018-03
10.0,,,,2.0,1.0,,1.0,,,4.0,,,,,,,,,,,,,,동대문 패션타운,현대프리미엄아울렛/부평지하상가/엔타스면세점,,1135.68,3.0,,5.0,4.0,2.0,1.0,1.0,11.0,5.0,5.0,2.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0,,,,,2.0,2018-05
2.0,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,강남역,,,2532.53,4.0,,3.0,4.0,1.0,1.0,1.0,11.0,6.0,2.0,1.0,3.0,3.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,1.0,,,,,2.0,2018-06
1.0,13.0,,,1.0,3.0,,,,,4.0,,,,,,,,,,,,,,공항주변 (바닷가)/인천대교/용궁사,,,39.86666666666667,1.0,,1.0,2.0,1.0,1.0,1.0,11.0,7.0,2.0,2.0,5.0,1.0,4.0,4.0,5.0,4.0,0.0,4.0,4.0,4.0,3.0,4.0,5.0,,2.0,,,,1.0,2018-07
1.0,4.0,11.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,광화문광장,1131.13,3.0,,4.0,4.0,2.0,1.0,2.0,11.0,8.0,2.0,2.0,6.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,,2.0,,,,1.0,2018-08
10.0,2.0,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,,,1403.5199999999998,3.0,,5.0,4.0,2.0,1.0,1.0,11.0,9.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,,,4.0,,2.0,2018-09
2.0,1.0,6.0,11.0,1.0,8.0,2.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,,1242.3150000000005,2.0,,5.0,4.0,1.0,1.0,1.0,11.0,10.0,2.0,1.0,2.0,1.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,,,3.0,,,2.0,2018-10
5.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,잠실,,,1536.0,3.0,,5.0,4.0,1.0,1.0,1.0,11.0,11.0,2.0,1.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,3.0,,,1.0,2018-11
4.0,4.0,2.0,1.0,1.0,2.0,6.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,한강/유람선,2345.375,1.0,,5.0,4.0,1.0,1.0,1.0,11.0,12.0,2.0,1.0,2.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,,2.0,,,,2.0,2018-12
1.0,1.0,10.0,,10.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,신촌/홍대주변,동대문 패션타운,,1024.0,3.0,,4.0,4.0,2.0,1.0,3.0,12.0,1.0,3.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,,,4.0,,1.0,2018-01
10.0,2.0,7.0,,1.0,2.0,8.0,1.0,,,,,,,,,,,,,,,,,잠실,여의도 (63빌딩),명동/남대문/북창,678.808,2.0,,3.0,4.0,2.0,4.0,1.0,12.0,2.0,2.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,2.0,,,,2.0,2018-02
3.0,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,동대문 패션타운,명동/남대문/북창,,9686.25,1.0,,5.0,3.0,2.0,1.0,1.0,12.0,3.0,2.0,1.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,1.0,,,,,1.0,2018-03
5.0,2.0,5.0,1.0,2.0,1.0,8.0,1.0,,,,,,,,,,,,,,,,,동대문 패션타운,잠실,명동/남대문/북창,5343.25,3.0,,5.0,4.0,2.0,1.0,1.0,12.0,4.0,2.0,2.0,3.0,1.0,5.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,,,3.0,,,1.0,2018-04
3.0,,,,1.0,11.0,3.0,,,,,,,,,,,11.0,,,,,,,아산시온천,,,621.5999999999999,2.0,,1.0,4.0,3.0,1.0,1.0,12.0,5.0,5.0,1.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,1.0,,,,,2.0,2018-05
2.0,,,,1.0,6.0,2.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,종로/청계,,1297.725,3.0,,5.0,4.0,1.0,1.0,1.0,12.0,6.0,2.0,2.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,,,3.0,,,2.0,2018-06
3.0,2.0,,,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,신촌/홍대주변,동대문 패션타운,4709.25,2.0,,5.0,3.0,1.0,1.0,1.0,12.0,7.0,2.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,,3.0,,,1.0,2018-07
2.0,2.0,9.0,3.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,강남역,명동/남대문/북창,신촌/홍대주변,1087.06,4.0,,2.0,4.0,2.0,1.0,1.0,12.0,8.0,2.0,1.0,2.0,1.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,,,3.0,,,3.0,2018-08
8.0,,,,11.0,2.0,12.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,,,1330.4199999999998,3.0,,5.0,3.0,1.0,1.0,1.0,12.0,9.0,2.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,,,,4.0,,4.0,2018-09
1.0,,,,1.0,,,1.0,,,,,,,8.0,,,,,,,,,,명동/남대문/북창,,,967.698,3.0,,1.0,4.0,2.0,1.0,1.0,12.0,10.0,2.0,1.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,1.0,,,,,2.0,2018-10
8.0,2.0,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,강남역,,,575.9999999999999,1.0,,4.0,3.0,1.0,1.0,1.0,12.0,11.0,2.0,1.0,2.0,2.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,5.0,5.0,,2.0,,,,1.0,2018-11
2.0,2.0,3.0,1.0,2.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,종로/청계,광화문광장,잠실,1044.0,1.0,,5.0,4.0,1.0,1.0,1.0,12.0,12.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,,,,,1.0,2018-12
3.0,1.0,2.0,7.0,1.0,2.0,10.0,1.0,,,,,,,,,,,,,,,,,신촌/홍대주변,명동/남대문/북창,동대문 패션타운,768.0,2.0,,4.0,4.0,3.0,1.0,1.0,13.0,1.0,3.0,1.0,4.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,3.0,,,1.0,2018-01
1.0,1.0,7.0,2.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,"이태원 (이태원 세계 음식거리, 한남동)",종로/청계,642.33,2.0,,4.0,4.0,1.0,1.0,2.0,13.0,2.0,2.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,,,3.0,,,2.0,2018-02
1.0,1.0,2.0,6.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,신촌/홍대주변,명동/남대문/북창,동대문 패션타운,3701.25,3.0,,5.0,4.0,1.0,1.0,1.0,13.0,3.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,,,3.0,,,2.0,2018-03
3.0,,,,2.0,1.0,11.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,,,733.7,2.0,,4.0,3.0,1.0,1.0,1.0,13.0,4.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,,,,4.0,,2.0,2018-04
1.0,4.0,1.0,,1.0,5.0,,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,,1377.6,,4.0,5.0,1.0,1.0,1.0,1.0,13.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,,2.0,,,,1.0,2018-05
1.0,5.0,12.0,4.0,4.0,3.0,1.0,1.0,,,,,,,8.0,,,,,,,,,,"임진각, 제3땅굴/통일전망대/판문점",명동/남대문/북창,,786.5,,3.0,4.0,1.0,1.0,1.0,1.0,13.0,6.0,2.0,1.0,6.0,1.0,5.0,0.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,,,3.0,,,1.0,2018-06
20.0,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,,,986.7,2.0,,5.0,3.0,1.0,1.0,1.0,13.0,7.0,2.0,2.0,3.0,3.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,,,,,2.0,2018-07
5.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,,1235.0500000000002,3.0,,5.0,3.0,2.0,1.0,1.0,13.0,10.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,0.0,3.0,5.0,3.0,5.0,4.0,1.0,,,,,1.0,2018-10
1.0,3.0,5.0,3.0,1.0,3.0,5.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,,,757.4399999999998,3.0,,4.0,3.0,1.0,1.0,1.0,13.0,11.0,2.0,2.0,3.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,4.0,,,3.0,,,2.0,2018-11
3.0,,,,5.0,1.0,2.0,1.0,,,,,,,8.0,,,,,,,,,,신촌/홍대주변,,,870.0,3.0,,1.0,4.0,4.0,1.0,1.0,13.0,12.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,1.0,,,,,2.0,2018-12
1.0,1.0,3.0,2.0,1.0,10.0,5.0,1.0,,,,,,,,,,,,,,,,,신촌/홍대주변,동대문 패션타운,명동/남대문/북창,1018.88,3.0,,4.0,4.0,2.0,1.0,3.0,14.0,1.0,3.0,2.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,,,3.0,,,2.0,2018-01
1.0,1.0,2.0,3.0,2.0,4.0,8.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,여의도 (63빌딩),동대문 패션타운,974.7,3.0,,4.0,4.0,3.0,1.0,1.0,14.0,2.0,5.0,1.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,,,3.0,,,3.0,2018-02
2.0,11.0,5.0,4.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,종로/청계,명동/남대문/북창,동대문 패션타운,1370.25,2.0,,5.0,4.0,2.0,1.0,1.0,14.0,3.0,2.0,1.0,3.0,1.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,,,3.0,,,3.0,2018-03
