Q1,Q5_2A1,Q5_2A2,Q5_2A3,Q9_2A1,Q9_2A2,Q9_2A3,Q10_1B1,Q10_1B2,Q10_1B3,Q10_1B4,Q10_1B5,Q10_1B6,Q10_1B7,Q10_1B8,Q10_1B9,Q10_1B10,Q10_1B11,Q10_1B12,Q10_1B13,Q10_1B14,Q10_1B15,Q10_1B16,Q10_1B17,Q10_2A1,Q10_2A2,Q10_2A3,Q14_1T,CQ14_2_1,CQ14_2_2,CQ14_2_3,CQ14_2_4,CQ14_2_5,CQ14_2_6,CQ14_2_7,ID,D_MON,D_COU1,D_GEN,D_AGE,D_Q5_1,Q15_2A1,Q15_2A2,Q15_2A3,Q15_2A4,Q15_2A5,Q15_2A6,Q15_2A7,Q15_2A8,Q15_2A10,Q15_2A12,Q16,Q2A1,Q2A2,Q2A3,Q2A4,Q2A5,Q14_2_10,D_YEAR
6.0,,,,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,강남역,청담동/압구정동,1004.2637,4.0,,3.0,4.0,2.0,1.0,1.0,2355.0,6.0,13.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,,,,4.0,,1.0,2018-06
1.0,,,,4.0,5.0,6.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,신촌/홍대주변,잠실,4302.730000000001,5.0,,5.0,4.0,2.0,1.0,3.0,2355.0,7.0,13.0,1.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,,,,,1.0,2018-07
4.0,13.0,,,4.0,1.0,8.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,잠실,"이태원 (이태원 세계 음식거리, 한남동)",120.05999999999996,1.0,,1.0,3.0,1.0,1.0,3.0,2356.0,6.0,13.0,1.0,4.0,1.0,5.0,5.0,1.0,5.0,1.0,4.0,4.0,5.0,3.0,4.0,5.0,1.0,,,,,1.0,2018-06
3.0,2.0,1.0,6.0,1.0,2.0,8.0,1.0,,,,,,,,,,,,,,,,,신촌/홍대주변,명동/남대문/북창,강남역,2204.54,3.0,,5.0,4.0,1.0,1.0,1.0,2401.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,,,3.0,,,2.0,2018-02
8.0,1.0,5.0,11.0,1.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,,2584.7459,,3.0,5.0,4.0,2.0,1.0,1.0,2401.0,3.0,5.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,,,,,2.0,2018-03
2.0,1.0,4.0,5.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,동대문 패션타운,종로/청계,잠실,3763.2,,3.0,5.0,3.0,1.0,1.0,1.0,2401.0,5.0,5.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,2.0,,,,3.0,2018-05
3.0,2.0,8.0,13.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,잠실,8273.98,2.0,,5.0,4.0,2.0,1.0,1.0,2401.0,6.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,,,,,2.0,2018-06
1.0,4.0,2.0,1.0,5.0,4.0,8.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,잠실,동대문 패션타운,1415.9099999999996,3.0,,4.0,4.0,2.0,1.0,3.0,2401.0,7.0,5.0,2.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,2.0,,4.0,,2.0,2018-07
5.0,1.0,2.0,4.0,1.0,4.0,8.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,잠실,992.118,,3.0,4.0,4.0,1.0,1.0,3.0,2401.0,8.0,1.0,2.0,3.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,,2.0,,,,1.0,2018-08
2.0,1.0,2.0,6.0,1.0,4.0,7.0,1.0,,,,,,,8.0,,,,,,,,,,명동/남대문/북창,동대문 패션타운,종로/청계,979.875,,3.0,4.0,4.0,1.0,1.0,1.0,2401.0,9.0,5.0,2.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,2.0,,,,2.0,2018-09
1.0,3.0,1.0,11.0,3.0,4.0,2.0,1.0,,,,,,,8.0,9.0,,,,,,,,,"설악산, 속초, 양양 (설악산 국립공원)",명동/남대문/북창,동대문 패션타운,836.4,,3.0,4.0,2.0,1.0,1.0,1.0,2401.0,10.0,5.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,2.0,,,,1.0,2018-10
1.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,종로/청계,1332.5,,4.0,5.0,3.0,1.0,1.0,1.0,2401.0,11.0,5.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,2.0,,,,1.0,2018-11
1.0,2.0,10.0,4.0,4.0,2.0,7.0,1.0,,,,,,,,,,,,,,,,,종로/청계,명동/남대문/북창,동대문 패션타운,983.72625,3.0,,4.0,4.0,1.0,1.0,2.0,2401.0,12.0,5.0,2.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,3.0,,2.0,,,,2.0,2018-12
1.0,2.0,4.0,7.0,2.0,8.0,5.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,종로/청계,1653.85,,3.0,5.0,4.0,1.0,1.0,1.0,2402.0,3.0,5.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,,,4.0,,1.0,2018-03
2.0,2.0,1.0,10.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,,705.0,,3.0,4.0,3.0,1.0,1.0,1.0,2402.0,4.0,1.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,,3.0,,,2.0,2018-04
10.0,,,,1.0,2.0,11.0,1.0,,,,,,,,,,,,,,,,,동대문 패션타운,명동/남대문/북창,가로수길,1785.3550000000002,3.0,,5.0,3.0,2.0,1.0,1.0,2402.0,5.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,1.0,,,,,2.0,2018-05
1.0,,,,4.0,11.0,13.0,1.0,,,,,,,8.0,,,,,,,,,,"임진각, 제3땅굴/통일전망대/판문점",강남역,명동/남대문/북창,228.24175,1.0,,1.0,4.0,1.0,3.0,1.0,2402.0,6.0,8.0,1.0,5.0,3.0,4.0,5.0,4.0,2.0,0.0,4.0,1.0,5.0,4.0,2.0,5.0,1.0,,,,,1.0,2018-06
1.0,1.0,2.0,10.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,,1645.464,3.0,,5.0,4.0,2.0,1.0,1.0,2402.0,7.0,5.0,2.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,,3.0,,,2.0,2018-07
9.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,코엑스,,381.94,2.0,,3.0,3.0,1.0,1.0,1.0,2402.0,8.0,2.0,2.0,2.0,1.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,,,,,1.0,2018-08
1.0,1.0,3.0,2.0,1.0,2.0,3.0,,,3.0,,,,,,,,,,,,,,,"팔공산 (동화사, 갓바위)","동성로 (근대골목, 김광석길, 약령시)","비슬산 (디아크, 대구 수목원)",4386.0,5.0,,5.0,4.0,4.0,1.0,1.0,2402.0,9.0,2.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,,,,,4.0,2018-09
1.0,1.0,7.0,,1.0,2.0,3.0,1.0,,,,,,,,9.0,,,,,,,,,명동/남대문/북창,동대문 패션타운,"설악산, 속초, 양양 (설악산 국립공원)",1334.96,,4.0,5.0,1.0,1.0,1.0,1.0,2402.0,10.0,5.0,1.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,2.0,,,,2.0,2018-10
3.0,1.0,2.0,3.0,2.0,4.0,7.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,여의도 (63빌딩),1386.125,2.0,,5.0,4.0,1.0,1.0,4.0,2402.0,11.0,5.0,1.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,3.0,,,2.0,2018-11
2.0,11.0,1.0,2.0,2.0,5.0,5.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,종로/청계,559.0,2.0,,3.0,4.0,2.0,1.0,2.0,2402.0,12.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,2.0,,,,2.0,2018-12
2.0,2.0,3.0,11.0,10.0,2.0,3.0,1.0,,,,,,,8.0,9.0,,,,,,,,,스키장 (용평 리조트/피닉스파크/비발디 파크),"대관령, 강릉, 평창","설악산, 속초, 양양 (설악산 국립공원)",1189.5,2.0,,5.0,4.0,3.0,1.0,1.0,2403.0,2.0,2.0,1.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,,2.0,,,,1.0,2018-02
10.0,,,,11.0,13.0,1.0,1.0,,,,,,,8.0,,,,,,,,,,명동/남대문/북창,수원 화성,,797.4960000000001,3.0,,3.0,4.0,1.0,1.0,1.0,2403.0,3.0,1.0,1.0,6.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,,,,4.0,,1.0,2018-03
4.0,1.0,2.0,13.0,1.0,4.0,,1.0,,,,,,,,,,,,,,,,,종로/청계,명동/남대문/북창,,1081.0,3.0,,2.0,4.0,1.0,1.0,1.0,2403.0,4.0,1.0,1.0,3.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,,2.0,3.0,,,4.0,2018-04
3.0,11.0,1.0,10.0,2.0,4.0,6.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,잠실,1176.0,,4.0,5.0,4.0,1.0,1.0,1.0,2403.0,5.0,5.0,2.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0,4.0,1.0,4.0,5.0,3.0,5.0,,2.0,,,,1.0,2018-05
5.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,,2202.2000000000003,3.0,,5.0,4.0,2.0,1.0,1.0,2403.0,6.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,3.0,,,3.0,2018-06
1.0,1.0,2.0,3.0,2.0,1.0,7.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,한강/유람선,동대문 패션타운,474.15,,3.0,3.0,1.0,1.0,1.0,1.0,2403.0,7.0,5.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,5.0,5.0,4.0,3.0,2.0,5.0,3.0,,2.0,,,,1.0,2018-07
1.0,,,,2.0,1.0,7.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,가로수길,2279.1900000000005,,5.0,1.0,4.0,2.0,1.0,1.0,2403.0,8.0,1.0,2.0,1.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,1.0,,,,,3.0,2018-08
3.0,3.0,11.0,12.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,종로/청계,잠실,1246.4,,4.0,4.0,1.0,1.0,1.0,1.0,2403.0,10.0,5.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,2.0,,,,1.0,2018-10
2.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,,,,,,,,,,,12.0,,,,,,명동/남대문/북창,동대문 패션타운,종로/청계,1196.0,,4.0,5.0,1.0,1.0,1.0,1.0,2403.0,11.0,5.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,2.0,,,,1.0,2018-11
2.0,1.0,2.0,7.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,신촌/홍대주변,종로/청계,830.375,2.0,,4.0,4.0,1.0,1.0,2.0,2403.0,12.0,5.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,,,3.0,,,3.0,2018-12
4.0,1.0,8.0,10.0,2.0,9.0,1.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,가로수길,동대문 패션타운,6137.820000000001,4.0,,5.0,4.0,2.0,1.0,1.0,2404.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,,,,,3.0,2018-02
2.0,1.0,2.0,5.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,"이태원 (이태원 세계 음식거리, 한남동)",,488.25,2.0,,3.0,4.0,1.0,1.0,1.0,2404.0,3.0,2.0,2.0,2.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,3.0,,,1.0,2018-03
1.0,,,,8.0,11.0,1.0,1.0,,,,,,,8.0,,,,,,,,,,동대문 패션타운,강남역,명동/남대문/북창,692.1199999999999,2.0,,4.0,4.0,2.0,1.0,1.0,2404.0,5.0,2.0,1.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,,,,4.0,,2.0,2018-05
6.0,2.0,1.0,5.0,2.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,광화문광장,8399.82,2.0,,5.0,4.0,1.0,1.0,1.0,2404.0,6.0,2.0,2.0,3.0,1.0,5.0,4.0,3.0,3.0,4.0,0.0,4.0,5.0,5.0,4.0,3.0,,,3.0,,,2.0,2018-06
1.0,,,,1.0,2.0,11.0,1.0,,,,,,,8.0,,,,,,,,,,"평택시 송탄 (국제 중앙시장, 신장 쇼핑몰)",명동/남대문/북창,,1309.06,4.0,,4.0,3.0,1.0,1.0,1.0,2404.0,7.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,,,,4.0,,1.0,2018-07
20.0,2.0,1.0,5.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,,7678.169199999999,2.0,,5.0,4.0,1.0,1.0,1.0,2404.0,8.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,,,3.0,,,2.0,2018-08
5.0,1.0,2.0,5.0,1.0,2.0,8.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,"이태원 (이태원 세계 음식거리, 한남동)",잠실,2587.74,3.0,,5.0,4.0,2.0,1.0,4.0,2404.0,9.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,2.0,,,,2.0,2018-09
1.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,,,,,,,,9.0,,,,,,,,,명동/남대문/북창,동대문 패션타운,종로/청계,656.0,,3.0,4.0,1.0,1.0,1.0,1.0,2404.0,10.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,,,3.0,,,1.0,2018-10
1.0,1.0,2.0,5.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,"이태원 (이태원 세계 음식거리, 한남동)",동대문 패션타운,4053.6,3.0,,5.0,4.0,3.0,1.0,2.0,2404.0,11.0,2.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,2.0,,,,2.0,2018-11
1.0,1.0,2.0,5.0,1.0,2.0,9.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,강남역,5818.85,3.0,,5.0,4.0,1.0,1.0,1.0,2404.0,12.0,2.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,4.0,,4.0,2018-12
10.0,1.0,7.0,10.0,1.0,2.0,,1.0,,,4.0,,,,,,,,,,,,,,명동/남대문/북창,코엑스,강남역,636.58108,3.0,,3.0,3.0,1.0,1.0,1.0,2405.0,2.0,1.0,2.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,0.0,4.0,3.0,3.0,3.0,4.0,1.0,,,,,2.0,2018-02
20.0,1.0,2.0,5.0,1.0,2.0,8.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,잠실,1830.15,1.0,,5.0,4.0,1.0,1.0,1.0,2405.0,3.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,,,,,1.0,2018-03
1.0,1.0,2.0,5.0,4.0,2.0,1.0,1.0,,,4.0,,,,,,,,,,,,,,동대문 패션타운,명동/남대문/북창,"어시장 (소래포구, 인천종합",900.0,3.0,,4.0,3.0,2.0,1.0,1.0,2405.0,4.0,9.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,,,,,3.0,2018-04
2.0,2.0,8.0,5.0,9.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,동대문 패션타운,강남역,명동/남대문/북창,1780.0,2.0,,5.0,4.0,1.0,1.0,1.0,2405.0,5.0,2.0,2.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,,,,,4.0,2018-05
4.0,2.0,3.0,,1.0,2.0,,1.0,,,,,6.0,,,,,,,,,,,,명동/남대문/북창,유성,,2312.31,5.0,,5.0,4.0,2.0,1.0,1.0,2405.0,6.0,2.0,1.0,4.0,1.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,5.0,,,3.0,,,3.0,2018-06
5.0,,,,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,"이태원 (이태원 세계 음식거리, 한남동)",동대문 패션타운,5297.575,4.0,,5.0,4.0,3.0,1.0,1.0,2405.0,7.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,,,,,3.0,2018-07
1.0,2.0,1.0,8.0,9.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,강남역,명동/남대문/북창,,3305.2499999999995,3.0,,5.0,4.0,2.0,1.0,1.0,2405.0,8.0,2.0,2.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,2.0,,,,1.0,2018-08
1.0,6.0,4.0,2.0,7.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,,,661.353,,3.0,2.0,3.0,1.0,1.0,1.0,2405.0,9.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,1.0,,,,,2.0,2018-09
6.0,,,,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,신촌/홍대주변,종로/청계,1062.72,3.0,,5.0,3.0,1.0,1.0,1.0,2405.0,10.0,5.0,1.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,,,,,2.0,2018-10
1.0,1.0,2.0,3.0,1.0,2.0,8.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,잠실,2264.9,4.0,,5.0,4.0,1.0,1.0,3.0,2405.0,12.0,2.0,1.0,3.0,1.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,3.0,3.0,,,3.0,,,2.0,2018-12
2.0,1.0,2.0,13.0,1.0,12.0,2.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,"이태원 (이태원 세계 음식거리, 한남동)",,2616.9000000000005,3.0,,5.0,4.0,2.0,1.0,1.0,2406.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,,,3.0,,,2.0,2018-02
1.0,2.0,3.0,5.0,1.0,6.0,9.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,,735.21,3.0,,4.0,4.0,1.0,1.0,1.0,2406.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,,,,,2.0,2018-03
10.0,5.0,2.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,,1195.48,3.0,,5.0,3.0,1.0,1.0,1.0,2406.0,5.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,,,,,1.0,2018-05
2.0,1.0,2.0,8.0,1.0,2.0,9.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,신촌/홍대주변,1758.037,,3.0,5.0,4.0,2.0,1.0,1.0,2406.0,6.0,1.0,2.0,2.0,1.0,4.0,1.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,,,3.0,,,4.0,2018-06
2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,잠실,4058.925,2.0,,5.0,4.0,2.0,1.0,3.0,2406.0,7.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,3.0,,,2.0,2018-07
1.0,2.0,1.0,,1.0,2.0,8.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,신촌/홍대주변,강남역,773.8280000000001,,3.0,4.0,3.0,1.0,1.0,1.0,2406.0,9.0,1.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,,,3.0,,,3.0,2018-09
2.0,1.0,2.0,7.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,"이태원 (이태원 세계 음식거리, 한남동)",동대문 패션타운,1231.4175,3.0,,5.0,4.0,1.0,1.0,2.0,2406.0,10.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,,3.0,,,2.0,2018-10
15.0,,,,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,강남역,"이태원 (이태원 세계 음식거리, 한남동)",잠실,1850.0,4.0,,4.0,4.0,2.0,1.0,3.0,2406.0,11.0,4.0,1.0,2.0,3.0,5.0,4.0,4.0,5.0,4.0,2.0,4.0,5.0,2.0,3.0,5.0,1.0,,,,,3.0,2018-11
2.0,2.0,1.0,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,가로수길,강남역,명동/남대문/북창,1503.1666666666667,3.0,,5.0,4.0,1.0,1.0,1.0,2406.0,12.0,2.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,,2.0,,,,2.0,2018-12
3.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,,951.6,3.0,,4.0,4.0,4.0,1.0,1.0,2407.0,2.0,2.0,2.0,4.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,,2.0,,,,3.0,2018-02
3.0,1.0,2.0,13.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,,2031.75,3.0,,5.0,4.0,1.0,1.0,1.0,2407.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,,,,,1.0,2018-03
23.0,6.0,2.0,8.0,7.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,강남역,명동/남대문/북창,한강/유람선,770.8,,3.0,3.0,3.0,1.0,1.0,1.0,2407.0,4.0,1.0,2.0,6.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,,,3.0,,,1.0,2018-04
1.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,종로/청계,동대문 패션타운,970.1085000000002,,4.0,4.0,3.0,1.0,2.0,1.0,2407.0,5.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,,,3.0,,,2.0,2018-05
7.0,6.0,1.0,,5.0,1.0,,1.0,,,,,,,8.0,,,,,,,,,,명동/남대문/북창,수원 화성,,947.336,2.0,,1.0,3.0,2.0,1.0,4.0,2407.0,6.0,1.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,,,,,2.0,2018-06
30.0,,,,1.0,11.0,,1.0,,,,,,,8.0,,,,,,14.0,,,,강남역,[서울],,1552.8159999999998,5.0,,1.0,4.0,3.0,1.0,1.0,2407.0,7.0,1.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,,,,,2.0,2018-07
2.0,,,,2.0,5.0,5.0,1.0,,,,,,,,,,,,,,,,,코엑스,한강/유람선,잠실,2502.64,,5.0,4.0,4.0,2.0,1.0,1.0,2407.0,8.0,1.0,2.0,1.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,,,3.0,,,1.0,2018-08
1.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,명동/남대문/북창,동대문 패션타운,잠실,1191.5299999999995,3.0,,4.0,4.0,3.0,1.0,3.0,2407.0,9.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,,,3.0,,,2.0,2018-09
9.0,1.0,2.0,3.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,여의도 (63빌딩),신촌/홍대주변,명동/남대문/북창,1293.1700000000003,3.0,,4.0,4.0,3.0,3.0,3.0,2407.0,10.0,2.0,2.0,3.0,2.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,,,3.0,,,2.0,2018-10
